project_id,target_label,top_k_project_ids,top_k_similarity_scores,top_k_labels,neighbor_low_ratio,neighbor_mid_ratio,neighbor_high_ratio,mean_similarity,max_similarity,retrieval_text_policy
93302,Low,157629|105695|93280|14596|105726,0.183840|0.171100|0.151270|0.139696|0.134508,Mid|Mid|Mid|Mid|Mid,0.0,1.0,0.0,0.1560829672902174,0.1838402025176263,Description-centered TF-IDF; title/benefits are auxiliary context.
33903,Low,10686|93370|91376|93112|33400,0.193667|0.179824|0.178833|0.177892|0.176572,Mid|Low|Mid|Mid|Mid,0.2,0.8,0.0,0.1813575662501446,0.19366676985405892,Description-centered TF-IDF; title/benefits are auxiliary context.
33332,Mid,93473|93675|17916|33776|89474,0.194560|0.182192|0.174207|0.172568|0.166176,Low|Mid|Low|Mid|Mid,0.4,0.6,0.0,0.17794058408915633,0.19456037341474336,Description-centered TF-IDF; title/benefits are auxiliary context.
154374,Low,125752|154592|113145|94429|92773,0.359354|0.239392|0.194549|0.180362|0.177433,Low|Mid|Mid|Mid|Low,0.4,0.6,0.0,0.2302181642599188,0.3593539313282778,Description-centered TF-IDF; title/benefits are auxiliary context.
18150,Mid,33455|16685|10375|9360|10380,0.621742|0.390618|0.390339|0.347308|0.346939,High|Mid|Mid|Mid|Mid,0.0,0.8,0.2,0.41938923870359995,0.6217416113712142,Description-centered TF-IDF; title/benefits are auxiliary context.
16654,Mid,18084|8916|16633|93398|17972,0.604469|0.222239|0.196352|0.191940|0.182856,Mid|Mid|Mid|Mid|Low,0.2,0.8,0.0,0.2795711354808463,0.6044685358836062,Description-centered TF-IDF; title/benefits are auxiliary context.
94931,Mid,95044|91269|113564|146485|102789,0.172666|0.146986|0.130920|0.129197|0.128938,Low|Mid|Mid|Low|Mid,0.4,0.6,0.0,0.14174131564679732,0.1726660807473268,Description-centered TF-IDF; title/benefits are auxiliary context.
92158,Mid,10764|10833|90768|157965|94695,0.204805|0.199195|0.198148|0.184163|0.166920,Low|Low|Mid|Mid|Mid,0.4,0.6,0.0,0.19064612841869072,0.20480478238228567,Description-centered TF-IDF; title/benefits are auxiliary context.
116383,Mid,94791|117460|102183|118308|101914,0.193043|0.180619|0.169010|0.152996|0.150973,Mid|Low|Mid|Low|Mid,0.4,0.6,0.0,0.16932831869824633,0.1930430689496755,Description-centered TF-IDF; title/benefits are auxiliary context.
103038,High,125393|125676|102661|103020|113601,0.142888|0.138479|0.136905|0.133975|0.133975,Low|Mid|Mid|Mid|Mid,0.2,0.8,0.0,0.1372442748405675,0.1428880133167058,Description-centered TF-IDF; title/benefits are auxiliary context.
14393,Low,117162|8512|9765|40635|154432,0.165462|0.137187|0.127372|0.125649|0.124849,Mid|Mid|Mid|Mid|Mid,0.0,1.0,0.0,0.13610364600929478,0.16546180239422525,Description-centered TF-IDF; title/benefits are auxiliary context.
102989,Low,92284|102072|95806|92288|93564,0.207232|0.165374|0.160617|0.159138|0.156285,Mid|Mid|Mid|Mid|Mid,0.0,1.0,0.0,0.16972920873745106,0.2072322626409988,Description-centered TF-IDF; title/benefits are auxiliary context.
154746,Low,17771|34084|8806|10418|93735,0.143831|0.133054|0.129038|0.128321|0.124134,Mid|Mid|Mid|Mid|Mid,0.0,1.0,0.0,0.1316754615561138,0.1438311604281221,Description-centered TF-IDF; title/benefits are auxiliary context.
113443,Low,102347|102188|34019|17916|93473,0.187700|0.185133|0.173048|0.167197|0.166289,High|Mid|Mid|Low|Low,0.4,0.4,0.2,0.17587340854372874,0.18770030708721872,Description-centered TF-IDF; title/benefits are auxiliary context.
158526,Low,92122|34468|96696|95459|95705,0.163567|0.139366|0.136028|0.126862|0.123489,Mid|Mid|Low|High|Low,0.4,0.4,0.2,0.13786254863105057,0.16356734807548345,Description-centered TF-IDF; title/benefits are auxiliary context.
18112,Mid,9469|8151|91518|93744|8525,0.173441|0.159950|0.143573|0.140185|0.139927,Mid|Mid|Low|Mid|Mid,0.2,0.8,0.0,0.15141513446408067,0.173441301229626,Description-centered TF-IDF; title/benefits are auxiliary context.
10346,High,94762|32754|34175|17352|13756,0.135875|0.129974|0.124560|0.123573|0.123250,Mid|High|Mid|Mid|Mid,0.0,0.8,0.2,0.12744641783079755,0.13587514975682174,Description-centered TF-IDF; title/benefits are auxiliary context.
101986,Mid,113315|93355|154688|101977|158185,0.147231|0.142227|0.133837|0.132314|0.131026,Mid|Mid|Mid|Mid|High,0.0,0.8,0.2,0.1373270040610679,0.14723114510936328,Description-centered TF-IDF; title/benefits are auxiliary context.
113018,Mid,154559|112816|34149|112921|9865,0.292808|0.237652|0.163965|0.149286|0.148127,Mid|Mid|High|Mid|Mid,0.0,0.8,0.2,0.19836753386331749,0.29280830074759645,Description-centered TF-IDF; title/benefits are auxiliary context.
17741,Low,93068|16778|125414|96179|14799,0.171030|0.166178|0.144193|0.143984|0.141848,Mid|Mid|Mid|Low|Low,0.4,0.6,0.0,0.15344656617913657,0.171029659448399,Description-centered TF-IDF; title/benefits are auxiliary context.
8692,Mid,9115|89876|8843|7976|95516,0.142204|0.138903|0.138140|0.133096|0.123300,Low|Mid|Mid|Mid|Low,0.4,0.6,0.0,0.13512859534157237,0.1422039453528077,Description-centered TF-IDF; title/benefits are auxiliary context.
89940,Mid,113577|102674|113178|16627|90753,0.630771|0.202538|0.181163|0.179248|0.175025,Mid|Mid|Mid|Mid|Mid,0.0,1.0,0.0,0.27374902862404593,0.6307712430681295,Description-centered TF-IDF; title/benefits are auxiliary context.
11811,Low,117162|15248|91798|157629|8512,0.175370|0.173276|0.160877|0.160710|0.142683,Mid|Mid|Mid|Mid|Mid,0.0,1.0,0.0,0.1625831921749439,0.17537021791167015,Description-centered TF-IDF; title/benefits are auxiliary context.
